;cluster;Latitude;Longitude
113;-1;50.91;4.192
114;0;48.77;9.154
115;-1;50.926;4.374
116;-1;41.188;-8.642
117;-1;41.6;23.806
118;36;51.072;3.536
119;-1;42.662;23.26
120;-1;43.414;24.634
121;-1;42.852;23.042
122;-1;42.016;23.086
123;-1;42.664;23.61
124;18;51.456;6.578
125;-1;42.502;26.526
126;-1;42.694;23.318
127;82;42.054;24.546
128;-1;42.9;25.33
129;81;42.688;23.344
130;63;44.648;10.916
131;-1;48.034;9.8
132;-1;42.64;23.312
133;7;48.072;9.884
134;-1;52.896;6.496
135;-1;47.808;9.476
136;-1;48.76;11.442
137;-1;50.24;11.322
138;34;50.832;4.39
139;34;50.832;4.39
140;-1;49.546;7.906
141;8;47.641;8.079
142;81;42.71;23.31
143;-1;48.884;9.182
144;15;50.824;7.134
145;-1;50.868;4.382
146;49;54.282;10.078
147;-1;48.85;8.924
148;-1;48.854;8.83
149;-1;49.232;9.222
150;30;52.006;4.704
151;-1;48.474;9.138
152;-1;49.456;8.432
153;-1;49.678;6.56
154;-1;48.012;10.03
155;16;50.942;6.9
156;18;51.448;6.65
157;-1;49.19;7.62
158;-1;50.421;7.945
159;42;52.284;9.892
160;44;49.476;11.01
161;-1;42.714;23.31
162;82;42.19;24.326
163;83;43.228;28.006
164;-1;42.658;23.248
165;-1;42.874;25.32
166;-1;42.632;23.186
167;-1;43.779;23.726
168;-1;42.716;23.306
169;-1;50.848;4.336
170;34;50.862;4.36
171;71;50.086;20.032
172;-1;42.657;23.349
173;-1;51.502;10.8
174;-1;47.702;9.826
175;-1;50.814;6.59
176;-1;50.856;15.716
177;-1;52.292;7.456
178;52;49.638;6.83
179;44;49.556;10.956
180;-1;42.694;23.32
181;-1;50.498;12.124
182;-1;50.526;9.71
183;2;49.118;8.508
184;18;51.344;6.62
185;-1;50.62;7.232
186;-1;51.218;20.866
187;-1;48.9;9.09
188;81;42.686;23.35
189;21;50.756;6.172
190;-1;49.344;19.018
191;-1;48.792;8.582
192;13;49.016;12.1
193;20;51.538;7.238
194;43;52.48;10.542
195;-1;51.012;4.298
196;20;51.46;7.252
197;13;49.01;12.034
198;-1;50.74;4.136
199;-1;48.716;8.76
200;40;53.178;5.84
201;96;55.648;37.71
202;60;47.062;15.448
203;-1;49.022;9.338
204;77;54.386;18.596
205;-1;46.388;8.116
206;85;58.066;11.702
207;77;54.406;18.556
208;93;60.026;17.558
209;-1;55.882;14.228
210;-1;58.364;15.55
211;-1;63.166;14.576
212;93;59.364;18.016
213;93;59.362;18.016
214;-1;51.565;9.929
215;93;59.364;18.016
216;-1;43.78;23.722
217;61;47.917763;16.425375
218;14;49.812;9.866
219;-1;49.716;17.806
220;0;48.767;9.175
221;3;49.44;8.576
222;-1;50.832;4.08
223;-1;53.556;13.268
224;41;51.96;8.372
225;56;51.074;13.754
226;27;52.128;5.208
227;-1;40.1;18.336
228;-1;42.688;23.256
229;33;50.906;4.622
230;-1;52.434;13.206
231;-1;48.982;12.676
232;-1;47.254;11.314
233;9;47.674;9.052
234;-1;52.206;20.996
235;59;52.542;13.44
236;44;49.482;11.256
237;-1;52.02;4.29
238;-1;48.462;8.716
239;-1;51.468;5.804
240;-1;53.66;10.2
241;6;50.042;8.238
242;59;52.56;13.374
243;-1;48.816;9.278
244;70;50.208;18.988
245;-1;52.134;21.07
246;59;52.494;13.429
247;-1;53.664;9.908
248;4;49.894;8.822
249;-1;51.236;7.336
250;42;52.402;9.796
251;-1;47.592;9.6
252;-1;51.828;6.466
253;77;54.358;18.496
254;1;48.666;8.948
255;54;51.28;12.4
256;-1;53.688;10.078
257;-1;50.544;9.642
258;44;49.59;11.03
259;-1;53.596;22.52
260;-1;52.514;12.642
261;-1;52.578;8.138
262;28;52.202;5.996
263;18;51.436;6.774
264;-1;52.524;13.548
265;76;53.102;18.034
266;-1;49.042;8.002
267;-1;49.768;18.302
268;-1;49.136;10.366
269;48;53.57;9.964
270;-1;52.102;20.614
271;-1;53.73;10.01
272;-1;49.14;9.234
273;12;48.114;11.63
274;41;51.94;8.432
275;49;54.314;10.022
276;-1;51.102;6.848
277;-1;52.314;7.938
278;-1;52.502;13.354
279;48;53.566;9.98
280;41;52.219734;8.809229
281;-1;52.46;13.322
282;13;49.03;12.1
283;19;51.582;7.038
284;-1;51.724;23.09
285;53;50.948;11.092
286;59;52.49;13.434
287;-1;50.754;3.366
288;47;53.59;10.004
289;38;53.198;6.592
290;2;49.012;8.37
291;-1;54.092;12.122
292;18;51.468;6.762
293;50;53.046;8.656
294;77;54.132;17.968
295;-1;53.238;10.448
296;-1;51.046;6.98
297;8;48.148;7.704
298;27;52.074;5.126
299;-1;47.494;9.718
300;59;52.464;13.414
301;44;49.806;11.032
302;-1;48.542;12.27
303;-1;49.142;9.232
304;-1;52.102;8.084
305;-1;49.42;8.39
306;50;53.072;8.826
307;45;50.956;9.786
308;-1;50.228;9.112
309;42;52.39;9.724
310;12;48.156;11.53
311;18;51.454;6.718
312;50;53.068;8.86
313;-1;49.932;11.592
314;-1;54.818;9.666
315;-1;50.216;7.912
316;-1;52.522;13.345
317;54;51.612;12.302
318;41;52.1769;8.829951
319;21;51.020615;6.128022
320;-1;50.81;12.54
321;-1;48.732;10.266
322;-1;48.77;11.446
323;-1;50.406;6.884
324;-1;52.472;6.932
325;2;49.002;8.392
326;12;48.204;11.61
327;42;52.378;9.688
328;59;52.498;13.442
329;81;42.686;23.364
330;-1;42.338;23.552
331;82;42.204;24.686
332;-1;42.72;23.252
333;81;42.67;23.354
334;-1;42.736;23.346
335;-1;42.734;24.258
336;83;43.198;27.916
337;2;49.004;8.47
338;-1;53.524;9.846
339;-1;50.862;4.338
340;63;44.646;10.924
341;-1;48.736;9.332
342;57;48.272;14.526
343;50;53.32;8.672
344;-1;50.846;4.078
345;-1;51.882;6.916
346;-1;50.868;4.18
347;33;50.922;4.76
348;34;50.832;4.374
349;-1;48.986;9.578
350;-1;50.826;4.33
351;8;47.494;7.608
352;44;49.594;10.964
353;-1;51.004;4.298
354;1;48.762;8.996
355;34;50.86;4.376
356;34;50.86;4.376
357;-1;52.754;13.04
358;33;50.956;4.64
359;-1;46.476;7.134
360;-1;47.942;9.442
361;45;51.232;9.42
362;79;41.978;21.476
363;-1;49.43;8.642
364;44;49.468;11.044
365;-1;51.518;9.864
366;-1;50.742;4.224
367;-1;50.742;4.226
368;-1;52.198;9.89
369;-1;48.132;8.518
370;6;50.154;8.198
371;55;50.85;12.928
372;27;52.124;5.196
373;27;52.124;5.196
374;71;49.968;19.844
375;-1;53.476;9.318
376;-1;52.138;-0.45
377;13;49.012;12.112
378;-1;50.664;4.564
379;-1;51.582;5.016
380;-1;53.686;9.158
381;-1;51.528;7.653
382;-1;50.072;9.002
383;-1;51.566;9.234
384;-1;36.536;23.064
385;-1;50.674;4.616
386;10;47.504;8.248
387;-1;48.854;9.302
388;58;52.532;13.328
389;-1;45.818;12.896
390;0;48.764;9.172
391;-1;52.928;10.522
392;61;48.176;16.316
393;-1;52.206;20.964
394;16;50.936;6.978
395;-1;52.508;13.236
396;5;50.124;8.582
397;-1;53.556;9.868
398;59;52.502;13.496
399;-1;51.523;7.524
400;-1;51.092;6.828
401;-1;48.524;9.04
402;2;49.084;8.646
403;55;50.854;12.902
404;51;53.184;8.218
405;27;52.02;5.188
406;-1;49.242;7.006
407;-1;49.542;8.444
408;-1;53.636;10.012
409;59;52.548;13.408
410;12;48.154;11.514
411;-1;52.532;13.348
412;77;54.4;18.412
413;11;48.398;10.698
414;-1;51.218;3.452
415;54;51.458;12.454
416;44;50.288;10.924
417;-1;48.727;9.3
418;-1;52.492;13.388
419;50;53.096;8.802
420;-1;51.83;7.294
421;-1;48.0;9.654
422;-1;51.976;7.594
423;50;52.968;8.844
424;82;42.066;24.742
425;-1;42.6;23.398
426;-1;43.206;23.55
427;59;52.532;13.399
428;-1;43.2;23.55
429;21;50.966;5.814
430;38;53.198;6.57
431;-1;42.702;23.314
432;-1;50.976;4.542
433;27;52.032;5.298
434;59;52.538;13.4
435;-1;52.472;21.028
436;-1;49.054;9.348
437;77;54.514;18.532
438;54;51.356;12.458
439;-1;53.734;10.282
440;2;48.878;8.34
441;-1;51.276;7.116
442;44;49.314;10.748
443;36;51.052;3.708
444;8;47.97;7.83
445;57;48.276;14.444
446;59;52.556;13.394
447;6;50.14;8.138
448;70;50.682;18.51
449;-1;48.74;9.306
450;-1;48.834;10.088
451;-1;52.37;13.314
452;36;51.016;3.72
453;88;53.356;-1.504
454;18;51.528;6.748
455;8;47.552;7.606
456;5;50.306;8.57
457;60;47.052;15.41
458;-1;51.842;5.858
459;-1;52.2;21.052
460;-1;51.276;6.39
461;-1;50.92;12.238
462;59;52.54;13.42
463;41;51.712;8.754
464;-1;53.55;10.018
465;11;48.424;11.258
466;-1;42.714;23.274
467;-1;53.582;9.712
468;36;51.056;3.732
469;36;51.068;3.748
470;36;51.076;3.714
471;8;47.976;7.824
472;37;50.848;3.272
473;-1;50.942;4.028
474;33;51.002;4.786
475;34;50.868;4.38
476;-1;52.46;13.528
477;8;48.228;7.776
478;36;50.874;3.656
479;18;51.358;6.744
480;-1;47.162;9.806
481;36;51.104;3.712
482;37;50.836;3.266
483;59;52.512;13.424
484;56;51.128;14.178
485;-1;51.908;7.662
486;20;51.488;7.146
487;11;48.432;10.886
488;71;50.102;19.964
489;-1;51.516;9.944
490;21;51.02;6.128
491;80;42.678;23.288
492;13;49.036;12.112
493;-1;50.824;4.408
494;13;49.006;12.1
495;59;52.544;13.374
496;88;53.398;-1.514
497;50;52.944;9.098
498;31;51.912;4.494
499;36;51.01;3.632
500;7;48.546;9.896
501;-1;50.912;6.822
502;12;48.13;11.63
503;0;48.83;9.162
504;41;51.91;8.352
505;32;50.902;5.412
506;-1;51.652;7.25
507;91;43.6;1.444
508;46;53.284;10.314
509;60;47.06;15.472
510;18;51.388;6.764
511;-1;51.472;6.466
512;-1;50.958;7.142
513;78;44.792;20.482
514;77;54.178;19.434
515;68;45.436;4.39
516;73;52.198;20.908
517;-1;52.272;9.58
518;41;51.816;8.662
519;-1;52.16;20.91
520;34;50.854;4.38
521;60;47.068;15.432
522;6;50.178;8.186
523;-1;46.296;7.524
524;-1;52.22;20.982
525;-1;52.304;20.99
526;-1;51.106;7.164
527;36;51.014;3.786
528;36;51.038;3.712
529;41;51.982;9.232
530;6;50.086;8.278
531;-1;47.20527;10.897135
532;-1;48.532;8.026
533;37;50.85;2.904
534;32;50.954;5.322
535;36;51.064;3.688
536;80;42.658;23.302
537;-1;42.658;23.364
538;81;42.672;23.316
539;-1;42.178;26.578
540;-1;42.678;26.324
541;-1;52.392;13.406
542;37;50.828;3.264
543;-1;48.962;9.018
544;4;49.881;8.48
545;-1;50.942;4.028
546;-1;50.928;4.44
547;-1;50.578;17.878
548;-1;50.674;17.954
549;88;53.364;-1.48
550;-1;47.93;9.766
551;73;52.24;20.942
552;55;50.701;13.091
553;41;51.452;8.964
554;76;53.108;18.326
555;59;52.486;13.518
556;34;50.852;4.372
557;-1;50.796;3.86
558;43;52.274;10.532
559;-1;52.168;20.878
560;-1;48.724;9.104
561;76;53.096;18.328
562;-1;43.204;23.552
563;-1;42.702;23.314
564;67;48.988;2.408
565;-1;52.25;21.066
566;12;48.01;11.326
567;44;49.476;11.016
568;7;48.27;9.996
569;-1;51.838;5.838
570;-1;51.738;6.532
571;41;51.722;8.772
572;44;49.452;11.062
573;-1;55.82;13.03
574;-1;50.83;6.524
575;64;44.504;11.308
576;27;52.102;5.138
577;18;51.532;6.77
578;-1;51.632;4.95
579;59;52.536;13.432
580;-1;50.878;4.382
581;60;47.064;15.422
582;-1;48.89;9.134
583;-1;50.15;-5.616
584;-1;52.268;6.77
585;71;50.148;19.76
586;76;53.068;18.234
587;42;52.35;9.79
588;-1;43.206;23.55
589;60;46.925;15.48
590;-1;42.832;23.196
591;82;42.496;25.036
592;-1;50.922;3.99
593;-1;48.773;9.282
594;-1;45.922;6.716
595;-1;52.228;21.026
596;-1;42.714;23.18
597;-1;51.61;6.928
598;12;48.608;11.436
599;-1;51.886;17.078
600;44;49.462;11.094
601;68;45.108;5.674
602;68;45.084;5.732
603;4;50.0;8.646
604;43;52.238;10.716
605;5;50.226;8.682
606;-1;51.384;10.316
607;-1;50.144;8.428
608;74;51.132;16.848
609;44;49.452;11.05
610;94;50.444;30.54
611;-1;49.038;10.608
612;70;50.302;18.736
613;72;51.946;20.14
614;-1;52.83;13.788
615;4;49.878;8.65
616;49;54.316;10.148
617;-1;46.686;7.852
618;-1;49.35;19.386
619;-1;52.286;14.042
620;35;51.20945;4.431688
621;12;48.072;11.682
622;48;53.576;9.96
623;-1;47.261;11.399
624;-1;50.822;4.336
625;68;45.194;5.684
626;-1;50.69;4.4
627;-1;53.59;10.054
628;86;50.932;0.246
629;-1;49.806;7.124
630;41;51.992;9.228
631;-1;48.886;9.394
632;-1;54.352;9.074
633;12;48.088;11.472
634;-1;52.156;11.618
635;12;48.102;11.636
636;12;48.112;11.638
637;-1;53.614;9.882
638;-1;45.572;10.002
639;59;52.544;13.374
640;-1;49.102;-0.37
641;-1;51.424;11.764
642;56;51.048;13.784
643;-1;52.164;5.518
644;82;42.232;24.726
645;53;50.754;11.508
646;31;51.906;4.454
647;-1;49.836;7.078
648;91;44.794;-0.676
649;-1;48.928;8.568
650;44;49.902;10.876
651;2;48.89;8.24
652;48;53.59;9.96
653;12;47.894;11.424
654;-1;48.738;9.32
655;84;42.59;12.63
656;33;50.878;4.686
657;-1;50.834;15.782
658;-1;48.706;9.258
659;-1;50.992;6.798
660;-1;59.656;9.666
661;-1;50.836;4.348
662;-1;51.196;6.408
663;-1;48.878;13.316
664;-1;50.968;6.828
665;-1;50.892;3.992
666;-1;51.328;7.322
667;12;48.116;11.67
668;-1;51.172;4.158
669;33;50.934;4.668
670;42;52.3904;9.736771
671;36;51.076;3.782
672;41;52.188;8.6
673;-1;52.41;13.438
674;-1;49.55;25.564
675;-1;48.714;9.584
676;-1;46.706;12.34
677;36;51.034;3.744
678;-1;47.872;12.972
679;-1;46.802;11.952
680;41;51.776;8.806
681;7;48.306;9.83
682;-1;48.94;8.962
683;-1;49.596;6.142
684;65;45.462;10.974
685;41;51.982;9.226
686;68;45.712;4.8
687;-1;54.182;7.89
688;-1;52.482;13.356
689;-1;56.984;24.164
690;34;50.874;4.378
691;-1;50.089;9.068
692;-1;48.174;9.782
693;-1;48.174;9.782
694;-1;48.17;8.596
695;59;52.51;13.456
696;62;45.486;9.19
697;64;44.512;11.352
698;2;49.004;8.37
699;41;52.242;8.168
700;45;51.332;9.458
701;41;52.014;8.54
702;-1;50.36;7.582
703;7;48.256;10.084
704;36;51.102;3.856
705;90;48.632;-1.986
706;90;48.638;-2.014
707;90;48.638;-1.992
708;-1;51.056;7.262
709;-1;49.548;11.926
710;-1;50.936;6.552
711;90;48.648;-1.998
712;41;51.828;8.656
713;76;53.076;18.208
714;48;53.552;9.91
715;17;51.258;6.806
716;-1;49.718;11.902
717;4;49.864;8.64
718;90;48.666;-1.972
719;90;48.644;-1.984
720;8;48.274;7.794
721;35;51.222;4.406
722;-1;50.56;17.852
723;56;51.03;13.812
724;-1;47.82;10.534
725;44;49.905;10.94
726;-1;50.238;8.406
727;-1;47.49;11.116
728;-1;48.556;9.342
729;-1;50.94;20.564
730;71;50.028;19.938
731;41;52.017;8.539
732;-1;50.852;20.628
733;-1;50.854;20.58
734;-1;50.848;20.542
735;-1;50.84;20.478
736;-1;49.558;8.674
737;8;47.904;8.11
738;-1;48.16;9.202
739;73;52.222;20.916
740;-1;53.614;9.894
741;-1;43.338;25.502
742;-1;50.87;4.316
743;87;51.698;-0.292
744;0;48.762;9.168
745;74;51.164;16.924
746;60;47.102;15.452
747;-1;50.786;7.84
748;0;48.788;9.208
749;8;47.982;7.796
750;2;48.988;8.45
751;-1;48.654;9.25
752;54;51.336;12.34
753;-1;48.586;12.066
754;-1;48.596;9.238
755;12;47.944;11.776
756;12;47.942;11.804
757;-1;50.264;6.798
758;-1;49.872;6.188
759;36;51.092;3.458
760;0;48.817;9.249
761;68;45.946;6.14
762;-1;51.664;7.116
763;42;52.386;9.718
764;-1;52.482;9.108
765;71;49.852;19.7
766;12;48.02;11.478
767;-1;50.862;4.328
768;-1;51.82;19.426
769;-1;48.066;8.54
770;54;51.338;12.524
771;-1;41.564;23.296
772;7;48.396;9.99
773;60;47.06;15.387
774;-1;42.712;23.376
775;-1;42.664;23.264
776;81;42.706;23.344
777;-1;43.788;23.71
778;-1;47.864;13.054
779;6;49.988;8.182
780;-1;51.123;7.397
781;75;52.386;16.94
782;-1;50.23;7.764
783;-1;51.27;7.224
784;55;50.658;12.704
785;-1;46.038;14.612
786;-1;51.554;7.812
787;1;48.644;9.006
788;-1;52.394;13.268
789;33;51.0;4.662
790;12;48.131;11.502
791;36;51.078;3.776
792;74;51.07;17.038
793;4;49.882;8.662
794;4;49.846;8.646
795;-1;51.096;17.19
796;-1;50.802;6.984
797;-1;42.018;23.986
798;-1;40.104;18.328
799;-1;51.226;22.574
800;-1;54.192;15.67
801;0;48.778;9.126
802;63;44.65;10.938
803;-1;51.284;7.226
804;-1;42.664;23.373
805;-1;56.96;24.13
806;4;49.93;8.606
807;-1;43.03;25.108
808;-1;51.79633;18.197147
809;-1;50.902;4.354
810;11;48.067;11.14
811;12;47.998;11.338
812;-1;48.558;9.234
813;-1;49.99;8.028
814;88;53.404;-1.51
815;-1;51.502;7.414
816;87;51.576;0.194
817;88;53.388;-1.504
818;67;48.818;2.322
819;54;51.278;12.398
820;-1;48.692;8.182
821;60;46.988;15.47
822;-1;56.976;24.168
823;44;49.43;11.412
824;-1;48.89;9.191
825;13;49.022;12.096
826;87;51.698;-0.292
827;-1;51.05;7.108
828;-1;52.172;21.544
829;18;51.448;6.65
830;-1;50.966;10.07
831;-1;52.106;21.024
832;-1;42.651;23.335
833;-1;51.002;4.356
834;-1;47.684;9.204
835;-1;52.444;13.578
836;-1;49.412;20.956
837;77;54.084;18.798
838;-1;48.288;8.726
839;-1;52.37;9.342
840;90;48.092;-1.382
841;50;53.11;8.468
842;-1;48.791;8.964
843;18;51.488;6.668
844;33;50.916;4.698
845;-1;50.87;20.682
846;85;57.696;11.944
847;93;59.512;18.05
848;93;59.302;18.108
849;81;42.692;23.332
850;-1;52.728;9.23
851;5;50.032;8.784
852;59;52.522;13.454
853;41;51.938;8.464
854;-1;48.886;9.426
855;19;51.486;6.95
856;80;42.685;23.301
857;0;48.812;9.128
858;-1;50.872;4.312
859;-1;49.968;9.062
860;56;51.032;13.708
861;19;51.528;6.952
862;-1;53.046;10.512
863;-1;46.778;10.17
864;81;42.685;23.356
865;-1;50.854;6.454
866;-1;50.746;4.272
867;-1;51.748;19.39
868;71;50.078;19.968
869;-1;60.39;5.344
870;-1;53.754;9.922
871;74;51.066;16.99
872;-1;48.73;11.566
873;-1;42.646;23.638
874;41;51.91;8.37
875;60;47.078;15.462
876;55;50.536;12.688
877;-1;48.806;11.772
878;12;47.944;11.414
879;-1;52.512;13.52
880;-1;52.468;13.776
881;-1;53.674;10.102
882;-1;50.596;17.648
883;88;53.354;-1.48
884;5;50.098;8.726
885;55;50.83;12.834
886;58;52.516;13.318
887;-1;52.146;12.844
888;-1;42.612;23.342
889;43;52.456;10.85
890;-1;50.308;9.27
891;-1;51.522;6.302
892;33;50.872;4.73
893;5;50.104;8.754
894;59;52.488;13.462
895;83;43.566;27.824
896;11;48.364;10.904
897;-1;52.194;21.006
898;90;48.086;-1.652
899;68;45.596;5.284
900;12;48.122;11.536
901;-1;52.524;13.694
902;3;49.401;8.64
903;-1;52.646;13.526
904;-1;52.184;5.772
905;81;42.684;23.322
906;81;42.686;23.374
907;-1;46.034;14.496
908;83;43.202;27.92
909;12;48.148;11.594
910;-1;50.772;19.67
911;-1;53.52;10.104
912;32;50.988;5.194
913;0;48.786;9.17
914;-1;51.528;21.204
915;-1;52.192;20.9
916;19;51.464;6.968
917;-1;50.116;8.424
918;-1;42.664;23.24
919;27;52.0;5.132
920;56;51.108;13.622
921;74;51.072;17.036
922;-1;48.887;9.196
923;89;50.858;-1.778
924;44;49.61;11.016
925;67;48.82;2.346
926;96;55.686;37.566
927;-1;52.334;9.506
928;77;53.928;18.522
929;37;50.934;3.162
930;83;43.366;28.068
931;-1;43.848;25.958
932;-1;50.894;4.374
933;-1;49.694;19.16
934;0;48.762;9.178
935;48;53.578;9.974
936;67;48.806;2.236
937;34;50.876;4.382
938;33;50.874;4.698
939;6;50.15;8.15
940;30;52.03;4.69
941;88;53.412;-1.328
942;64;44.508;11.128
943;68;45.192;5.692
944;-1;50.496;8.196
945;60;47.072;15.43
946;41;51.99;9.27
947;-1;49.99;7.37
948;-1;52.098;7.59
949;-1;45.802;13.53
950;-1;51.574;7.706
951;8;47.988;7.854
952;12;48.102;11.62
953;12;48.122;11.578
954;34;50.86;4.378
955;50;53.126;8.76
956;-1;51.282;17.998
957;5;50.124;8.65
958;34;50.846;4.394
959;-1;50.7;18.156
960;-1;50.932;4.442
961;-1;56.934;24.072
962;-1;51.642;7.668
963;81;42.692;23.324
964;-1;50.822;15.79
965;12;48.086;11.632
966;-1;50.058;9.078
967;-1;50.822;4.324
968;-1;51.612;7.21
969;49;54.456;9.752
970;80;42.672;23.31
971;92;57.39;-2.468
972;38;53.204;6.502
973;77;54.172115;18.54342
974;12;48.41;11.468
975;11;48.26;10.988
976;-1;42.738;23.272
977;56;51.128;14.178
978;-1;50.792;4.352
979;18;51.374;6.594
980;87;51.698;-0.292
981;92;56.964;-2.212
982;-1;44.444;26.099
983;-1;53.046;10.512
984;-1;50.802;4.35
985;-1;51.492;5.468
986;7;48.118;9.992
987;-1;48.489;9.211
988;-1;51.818;19.422
989;-1;49.234;8.696
990;-1;48.86;9.624
991;37;51.22;3.202
992;-1;43.722;7.256
993;92;57.11;-2.24
994;34;50.842;4.386
995;-1;46.924;7.114
996;94;50.434;30.432
997;-1;50.86;4.334
998;41;52.044;8.716
999;61;48.19;16.358
1000;-1;48.511;9.06
1001;92;57.164;-2.12
1002;-1;53.816;8.902
1003;6;50.152;8.2
1004;-1;50.562;8.504
1005;-1;51.33;19.378
1006;34;50.818;4.382
1007;-1;53.368;14.658
1008;-1;52.052;20.43
1009;-1;52.39;13.028
1010;60;47.03;15.396
1011;82;42.078;24.588
1012;54;51.31;12.368
1013;-1;50.724;7.07
1014;2;49.024;8.246
1015;66;45.494;12.142
1016;92;57.51;-1.84
1017;86;50.79;0.298
1018;92;57.158;-2.106
1019;70;50.058;18.43
1020;-1;51.094;7.03
1021;60;47.046;15.39
1022;-1;53.694;9.91
1023;96;55.828;37.488
1024;34;50.858;4.384
1025;-1;52.366;20.78
1026;0;48.778;9.208
1027;-1;50.834;6.752
1028;0;48.771;9.157
1029;-1;42.726;23.268
1030;82;41.942;24.22
1031;-1;42.646;23.4
1032;-1;43.344;26.226
1033;82;42.416;25.014
1034;-1;55.61;12.1
1035;-1;52.222;21.246
1036;-1;51.134;16.8
1037;44;49.486;11.104
1038;9;47.738;9.118
1039;12;48.018;11.478
1040;16;50.976;7.002
1041;-1;52.144;5.674
1042;-1;43.334;21.918
1043;63;44.858;10.374
1044;34;50.856;4.38
1045;59;52.512;13.449
1046;-1;50.86;4.298
1047;19;51.514;7.08
1048;-1;48.648;9.432
1049;92;57.172;-2.134
1050;49;54.326;10.184
1051;-1;51.612;7.51
1052;34;50.856;4.376
1053;59;52.46;13.437
1054;35;51.198;4.468
1055;-1;50.39;8.072
1056;-1;50.846;4.326
1057;35;51.152;4.456
1058;24;51.936;5.9
1059;8;47.986;7.898
1060;41;52.036;8.614
1061;24;51.994;5.692
1062;-1;50.86;4.286
1063;-1;47.466;9.534
1064;-1;48.884;8.696
1065;-1;42.663;23.273
1066;-1;52.13;5.648
1067;-1;43.144;24.684
1068;-1;42.02;23.094
1069;-1;50.812;4.422
1070;36;51.042;3.472
1071;36;50.852;3.816
1072;-1;42.644;23.264
1073;-1;50.786;4.332
1074;12;48.184;11.504
1075;36;51.106;3.684
1076;34;50.846;4.406
1077;36;51.194;3.8
1078;-1;50.884;4.322
1079;38;52.982;6.662
1080;53;50.92;11.612
1081;78;44.478;20.302
1082;88;53.398;-1.496
1083;37;51.334;3.244
1084;56;51.058;13.712
1085;-1;48.812;9.116
1086;54;50.918;12.74
1087;12;48.28;11.678
1088;-1;48.75;9.078
1089;59;52.562;13.418
1090;17;51.25;6.778
1091;-1;50.938;3.896
1092;87;51.45;-0.24
1093;60;47.064;15.444
1094;-1;51.178;4.852
1095;41;51.999;8.594
1096;-1;53.408;13.918
1097;63;44.792;10.358
1098;62;45.46;9.24
1099;-1;50.866;4.314
1100;35;51.186;4.448
1101;34;50.828;4.388
1102;21;50.652;6.172
1103;74;51.153;16.94
1104;-1;44.91;8.63
1105;66;45.404;12.148
